"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"152978","SN 2024kqi","15:21:49.320","+50:30:40.10","SN II","0.035261","","","ZTF, ATLAS, GOTO, GaiaAlerts","ZTF, ATLAS, GOTO, GaiaAlerts","ZTF","ATLAS; GaiaAlerts; GOTO; ZTF","ZTF24aaqzkpr","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam","P60 - SEDM","1","1","","20.6035","g-ZTF","2024-06-07 08:17:47.002","Fritz","","2024TNSTR1859....1S","2024TNSCR2146....1S",""
"152924","SN 2024kog","14:16:31.177","+49:57:20.11","SN Ia","0.073","","","ZTF, ATLAS, GOTO","ZTF, ATLAS, GOTO","ZTF","ATLAS; GOTO; ZTF","ZTF24aaqzpbo","ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1, P48 - ZTF-Cam","P60 - SEDM","1","1","","20.3557","g-ZTF","2024-06-02 07:11:58.004","Fritz","","2024TNSTR1847....1G","2024TNSCR2127....1F",""
"152424","SN 2024kee","16:01:26.402","+71:24:10.49","SN II","0.039037","","","ZTF, ALeRCE, GOTO","ZTF, GOTO","UCSC, ZTF","ALeRCE; GOTO; ZTF","ZTF24aaqiqpw","GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam","Lick-3m - KAST, LT - SPRAT","1","1","","20.7045","g-ZTF","2024-06-01 07:22:34.996","Fritz","","2024TNSTR1779....1R","2024TNSCR1828....1T, 2024TNSCR2009....1W",""
"152421","SN 2024keb","15:10:32.350","+13:31:45.95","SN Ia","0.07463","","","ZTF, ALeRCE, GOTO, ATLAS, Fink, Pan-STARRS, GaiaAlerts","ZTF, GOTO, ATLAS, Pan-STARRS, GaiaAlerts","ZTF","ALeRCE; ATLAS; Fink; GaiaAlerts; GOTO; Pan-STARRS; ZTF","ZTF24aaqgfrp","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, GOTO-N - GOTO-1, P48 - ZTF-Cam, PS2 - GPC2","LT - SPRAT","1","1","","20.1987","g-ZTF","2024-06-01 06:59:45.003","Fritz","","2024TNSTR1778....1S","2024TNSCR2128....1W",""
"152386","SN 2024kct","22:10:29.673","+42:15:41.45","SN Ia","0.045","","","ZTF, GOTO","ZTF, GOTO","ZTF","GOTO; ZTF","ZTF24aaprkyz","GOTO-N - GOTO-1, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.4879","r-ZTF","2024-06-01 09:44:34.002","Fritz","","2024TNSTR1770....1R","2024TNSCR1938....1F",""
"152371","SN 2024kcf","15:44:35.590","+52:40:48.14","SN Ia","0.066","","","ZTF, GOTO","ZTF, GOTO","ZTF","GOTO; ZTF","ZTF24aapeorz","GOTO-N - GOTO-1, P48 - ZTF-Cam","P60 - SEDM","1","1","","21.2575","g-ZTF","2024-05-28 05:49:57.999","Fritz","","2024TNSTR1768....1S","2024TNSCR1863....1F",""
"152360","SN 2024kbu","14:25:03.061","+73:55:45.02","SN Ia","0.07","","","ZTF, Fink, ATLAS, GOTO","ZTF, ATLAS, GOTO","ZTF","ATLAS; Fink; GOTO; ZTF","ZTF24aappkyo","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam","P60 - SEDM","1","1","","20.3608","g-ZTF","2024-05-31 06:13:36.998","Fritz","","2024TNSTR1768....1S","2024TNSCR2068....1F",""
"152327","SN 2024kan","22:49:07.019","+32:47:53.12","SN II","0.028","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF18abwisaz","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","P200 - DBSP","1","1","","18.6851","r-ZTF","2024-06-01 09:43:12.864","ZTF_CLU_PUBLIC","","2024TNSTR1756....1D","2024TNSCR2129....1Q",""
"152247","SN 2024jxm","00:58:01.358","+30:42:23.84","SN II","0.015761","","","ZTF, ATLAS, GOTO","ZTF, ATLAS, GOTO","ZTF","ATLAS; GOTO; ZTF","ZTF24aaplfjd","ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-2, P48 - ZTF-Cam","P200 - DBSP","1","1","","19.5151","r-ZTF","2024-05-30 11:11:02.002","Fritz","","2024TNSTR1734....1S","2024TNSCR2010....1Q",""
"152075","SN 2024jqz","13:49:28.337","+71:30:59.71","SN II","0.0483","","","ZTF, ATLAS, GOTO","ZTF, ATLAS, GOTO","ZTF","ATLAS; GOTO; ZTF","ZTF24aapebzb","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-2, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.064","g-ZTF","2024-05-29 05:46:39.002","Fritz","","2024TNSTR1705....1S","2024TNSCR2146....1S",""
"152074","SN 2024jqy","14:22:14.020","+48:30:24.75","SN Ia","0.07","","","ZTF, YSE, GOTO","ZTF, Pan-STARRS, GOTO","ZTF","GOTO; Pan-STARRS; YSE; ZTF","ZTF24aapeoye","GOTO-N - GOTO-1, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","20.0205","g-ZTF","2024-05-25 06:20:36.997","Fritz","","2024TNSTR1705....1S","2024TNSCR1774....1F",""
"151925","SN 2024jlf","14:37:42.320","+02:17:04.20","SN II","0.005844","","","ZTF, ATLAS, Pan-STARRS, GOTO, YSE, GaiaAlerts","ZTF, ATLAS, Pan-STARRS, GOTO, GaiaAlerts","Global SN Project, ZTF","ATLAS; GaiaAlerts; GOTO; Pan-STARRS; YSE; ZTF","ZTF24aaozxhx","ATLAS-MLO - ATLAS-01, ATLAS-STH - ATLAS-03, Gaia - Gaia-photometric, GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam, PS1 - GPC1","FTN - FLOYDS-N, P60 - SEDM","1","1","","15.8768","g-ZTF","2024-05-28 05:58:16.000","Fritz","","2024TNSTR1682....1H","2024TNSCR1686....1H, 2024TNSCR1745....1R",""
"151894","SN 2024jkg","15:08:15.214","+05:35:01.88","SN Ia","0.087","","","ZTF","ZTF","ZTF","ZTF","ZTF21abetapt","P48 - ZTF-Cam","P60 - SEDM","1","1","","18.8418","g-ZTF","2024-05-25 06:09:25.997","Fritz","","2024TNSTR1670....1R","2024TNSCR1810....1F",""
"151862","SN 2024jjd","01:38:42.535","+31:06:32.06","SN II","0.04","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF24aaoupgb","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.5149","r-ZTF","2024-05-26 11:30:44.999","Fritz","","2024TNSTR1669....1S","2024TNSCR2023....1S",""
"151861","SN 2024jjc","02:03:28.871","+38:07:09.20","SN II","0.01886","","","ZTF, GOTO, ATLAS","ZTF, GOTO, ATLAS","ZTF","ATLAS; GOTO; ZTF","ZTF24aaoupov","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam","LT - SPRAT","1","1","","17.1952","r-ZTF","2024-05-26 11:32:46.996","Fritz","","2024TNSTR1669....1S","2024TNSCR2191....1W",""
"151811","SN 2024jhe","16:03:02.085","+05:38:50.40","SN Ia","0.066","","","ZTF, GOTO, YSE, Pan-STARRS","ZTF, GOTO, Pan-STARRS","ZTF","GOTO; Pan-STARRS; YSE; ZTF","ZTF24aaotmdk","GOTO-N - GOTO-1, GOTO-S - GOTO-3, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","19.6059","r-ZTF","2024-05-26 08:04:34.999","Fritz","","2024TNSTR1650....1S","2024TNSCR1762....1F",""
"151796","SN 2024jgs","13:45:05.808","+04:02:45.14","SN Ia","0.0875","","","ZTF, ATLAS, GOTO, Pan-STARRS","ZTF, ATLAS, GOTO, Pan-STARRS","ZTF","ATLAS; GOTO; Pan-STARRS; ZTF","ZTF24aaorlki","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-2, P48 - ZTF-Cam, PS1 - GPC1","Lick-3m - KAST","1","1","","20.4683","g-ZTF","2024-05-16 08:09:45.002","Fritz","","2024TNSTR1643....1B","2024TNSCR1864....1W",""
"151756","SN 2024jfg","17:43:30.970","+39:01:21.86","SN IIb","0.04","","","ZTF, ATLAS, GOTO, Fink, GaiaAlerts","ZTF, ATLAS, GOTO, GaiaAlerts","ZTF","ATLAS; Fink; GaiaAlerts; GOTO; ZTF","ZTF24aaoosca","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, GOTO-N - GOTO-1, P48 - ZTF-Cam","P200 - DBSP","1","1","","20.5073","g-ZTF","2024-05-18 08:39:49.000","Fritz","","2024TNSTR1615....1S","2024TNSCR2219....1P",""
"151730","SN 2024jeg","13:13:55.280","+21:34:36.48","SN Ia","0.045885","","","ZTF, ATLAS, GOTO, Pan-STARRS, GaiaAlerts","ZTF, ATLAS, GOTO, Pan-STARRS, GaiaAlerts","ZTF","ATLAS; GaiaAlerts; GOTO; Pan-STARRS; ZTF","ZTF24aaoodsh","ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam, PS1 - GPC1","LT - SPRAT","1","1","","18.2848","g-ZTF","2024-05-21 05:36:23.904","ZTF_CLU_PUBLIC","","2024TNSTR1608....1D","2024TNSCR1689....1W",""
"151706","SN 2024jdi","12:16:29.848","+14:00:33.40","SN Ia","0.025639","","","ZTF, ATLAS, GOTO, Pan-STARRS","ZTF, ATLAS, GOTO, Pan-STARRS","ZTF","ATLAS; GOTO; Pan-STARRS; ZTF","ZTF24aaonrzo","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam, PS1 - GPC1","P200 - DBSP","1","1","","18.4521","r-ZTF","2024-05-20 05:41:23.003","Fritz","","2024TNSTR1592....1S","2024TNSCR1620....1J",""
"151702","SN 2024jdf","17:01:22.563","+78:51:09.41","SN Ia","0.068","","","ZTF, ATLAS, GOTO","ZTF, ATLAS, GOTO","ZTF","ATLAS; GOTO; ZTF","ZTF24aaofopg","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-1, P48 - ZTF-Cam","P60 - SEDM","1","1","","20.24","r-ZTF","2024-05-17 09:11:32.003","Fritz","","2024TNSTR1594....1Q","2024TNSCR1710....1F",""
"151640","SN 2024jbb","13:38:03.318","+03:10:26.42","SN Ia","0.078388","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF24aankvon","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","20.0396","g-ZTF","2024-05-14 07:45:24.998","Fritz","","2024TNSTR1574....1S","2024TNSCR1784....1S",""
"151584","SN 2024iyx","19:13:12.663","+45:19:21.48","SN Ia-91bg-like","0.03376","","","ZTF, GOTO","ZTF, GOTO","ZTF","GOTO; ZTF","ZTF24aaoasjl","GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam","P200 - DBSP","1","1","","19.8207","g-ZTF","2024-05-16 10:10:43.000","Fritz","","2024TNSTR1541....1S","2024TNSCR1620....1J",""
"151581","SN 2024iyu","21:37:28.521","+03:23:23.47","SN Ia","0.054","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF24aaoauvb","ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS2 - GPC2","LT - SPRAT","1","1","","18.7032","g-ZTF","2024-05-16 10:23:56.999","Fritz","","2024TNSTR1541....1S","2024TNSCR1595....1J",""
"151520","SN 2024iwm","11:28:17.800","+26:58:26.33","SN II","0.0324","","","ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts","ZTF","ATLAS; GaiaAlerts; ZTF","ZTF18aaqpowv","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam","Lick-3m - KAST","1","1","","19.0342","r-ZTF","2024-05-15 05:16:11.003","Fritz","","2024TNSTR1530....1S","2024TNSCR1852....1W",""
"151474","SN 2024iut","00:55:32.360","+30:23:56.40","SN II","0.022265","","","ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts","ZTF","ATLAS; GaiaAlerts; ZTF","ZTF24aanngpp","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.3388","r-ZTF","2024-05-13 11:49:17.996","Fritz","","2024TNSTR1515....1S","2024TNSCR1811....1S",""
"151435","SN 2024itg","19:29:16.562","-14:58:37.73","SN Ic-BL","0.035","","","ZTF","ZTF","ZTF","ZTF","ZTF24aancgyl","P48 - ZTF-Cam","LT - SPRAT","1","1","","17.8838","r-ZTF","2024-05-11 10:06:45.002","Fritz","","2024TNSTR1498....1S","2024TNSCR1689....1W",""
"151413","SN 2024isl","18:37:15.955","+54:02:52.94","SN Ia","0.0477","","","ZTF","ZTF","ZTF","ZTF","ZTF18abdnffn","P48 - ZTF-Cam","LT - SPRAT","1","1","","20.0312","g-ZTF","2024-05-07 11:19:42.000","Fritz","","2024TNSTR1490....1B","2024TNSCR1775....1W",""
"151337","SN 2024ipo","11:44:50.088","+21:20:27.45","SN Ia","0.06","","","ZTF, GOTO, ATLAS, Fink","ZTF, GOTO, ATLAS","ZTF","ATLAS; Fink; GOTO; ZTF","ZTF24aamtwya","ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam","P60 - SEDM","1","1","","20.6504","r-ZTF","2024-05-08 05:07:18.001","Fritz","","2024TNSTR1472....1G","2024TNSCR1725....1S",""
"151333","SN 2024ipk","15:01:19.233","+12:38:50.97","SN Ia","0.032471","","","ZTF, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF23aalfofn","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS2 - GPC2","P200 - DBSP","1","1","","19.411","r-ZTF","2024-05-09 07:00:12.997","Fritz","","2024TNSTR1472....1G","2024TNSCR1620....1J",""
"151328","SN 2024ipf","17:49:21.683","+14:58:34.06","SN Ia","0.052","","","ZTF, GOTO, Fink, ATLAS, Pan-STARRS","ZTF, GOTO, ATLAS, Pan-STARRS","ZTF","ATLAS; Fink; GOTO; Pan-STARRS; ZTF","ZTF24aamtsgz","ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","20.7308","r-ZTF","2024-05-08 09:33:03.000","Fritz","","2024TNSTR1472....1G","2024TNSCR1549....1F",""
"151327","SN 2024ipe","19:48:33.396","+08:51:03.02","SN Ia","0.052","","","ZTF, GOTO, ATLAS","ZTF, GOTO, ATLAS","ZTF","ATLAS; GOTO; ZTF","ZTF24aancjzy","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1, GOTO-S - GOTO-3, P48 - ZTF-Cam","LT - SPRAT","1","1","","18.8517","r-ZTF","2024-05-11 10:13:31.998","Fritz","","2024TNSTR1472....1G","2024TNSCR1744....1W",""
"151326","SN 2024ipd","00:09:28.374","+16:30:07.87","SN Ia","0.055","","","ZTF, ATLAS, GOTO","ZTF, ATLAS, GOTO","ZTF","ATLAS; GOTO; ZTF","ZTF24aamttpq","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-1, GOTO-S - GOTO-3, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.3322","r-ZTF","2024-05-09 11:33:21.003","Fritz","","2024TNSTR1472....1G","2024TNSCR1724....1J",""
"151078","SN 2024ifw","15:10:03.517","+21:31:01.17","SN Ia","0.073","","","ZTF, Pan-STARRS, GOTO","ZTF, Pan-STARRS, GOTO","ZTF","GOTO; Pan-STARRS; ZTF","ZTF18aawglif","GOTO-N - GOTO-1, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.8564","g-ZTF","2024-05-07 07:12:48.003","Fritz","","2024TNSTR1419....1R","2024TNSCR1518....1F",""
"151076","SN 2024ifu","13:01:29.694","+36:21:42.43","SN Ia","0.0352","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF24aalqrpc","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","17.5362","g-ZTF","2024-05-07 06:55:36.768","ZTF_CLU_PUBLIC","","2024TNSTR1418....1D","2024TNSCR1434....1F",""
"151047","SN 2024ier","19:32:31.626","+62:16:01.52","SN Ia","0.04","","","ZTF","ZTF","ZTF","ZTF","ZTF24aamilxy","P48 - ZTF-Cam","LT - SPRAT","1","1","","19.4589","g-ZTF","2024-05-06 10:14:20.002","Fritz","","2024TNSTR1407....1S","2024TNSCR1597....1W",""
"151042","SN 2024iem","15:03:19.090","+52:15:54.70","SN Ia","0.075428","","","ZTF, GOTO, ATLAS","ZTF, GOTO, ATLAS","ZTF","ATLAS; GOTO; ZTF","ZTF24aalywdn","ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1, P48 - ZTF-Cam","P60 - SEDM","1","1","","20.424","g-ZTF","2024-05-03 08:51:36.002","Fritz","","2024TNSTR1407....1S","2024TNSCR1467....1F",""
"150946","SN 2024iaz","12:50:34.860","-24:58:16.32","SN Ia","0.085","","","ZTF, GOTO, Fink","ZTF, GOTO","DEbass, ZTF","Fink; GOTO; ZTF","ZTF24aamdfll","GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam","ANU-2.3m - WiFeS, P60 - SEDM","1","1","","19.5378","r-ZTF","2024-05-04 06:02:19.000","Fritz","","2024TNSTR1386....1G","2024TNSCR1545....1M, 2024TNSCR1550....1J",""
"150875","SN 2024hyh","19:19:06.009","+47:35:51.81","SN Ia","0.045","","","ZTF, ATLAS, GOTO","ZTF, ATLAS, GOTO","ZTF, None","ATLAS; GOTO; ZTF","ZTF24aambaia","ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam","NOT - ALFOSC, P60 - SEDM","1","1","","20.7739","g-ZTF","2024-04-30 11:15:55.995","Fritz","","2024TNSTR1364....1R","2024TNSCR1423....1C, 2024TNSCR1433....1M",""
"150874","SN 2024hyg","19:58:36.296","+04:05:50.68","SN Ia","0.049","","","ZTF","ZTF","ZTF","ZTF","ZTF24aaltyyy","P48 - ZTF-Cam","P60 - SEDM","1","1","","19.2014","r-ZTF","2024-05-03 10:35:45.003","Fritz","","2024TNSTR1364....1R","2024TNSCR1518....1F",""
